normalized_part_number,catalog_unified_id,sku,name,brand_part_number,source_vendor,canonical_product_id,canonical_sku
202052M,60554,VT-11-2328,Kibblewhite Maganese .002 Intake Valve Guide,20-2052M,VTWIN,143244,CP-143245
202060M,15239,09262287,"Valve Guide - 0.6250"" OD - Exhaust - Shovelhead - 'L79-'84",20-2060M,PU,105384,CP-105385
202060M,60557,VT-11-2331,Kibblewhite Maganese Standard Exhaust Valve Guide,20-2060M,VTWIN,143247,CP-143248
2021500,15245,09263001,"Beehive Spring Kit - 0.660"" Lift - Buell | Twin Cam | XL",20-21500,PU,105390,CP-105391
2021500,61452,VT-13-2150,Beehive Valve Spring Kit,20-21500,VTWIN,144142,CP-144143
204170,15251,DS198974,"Valve - Exhaust - 1.615"" - Standard - Evolution Big Twin",20-4170,PU,105396,CP-105397
204170,60870,VT-11-6009,Stainless Black Diamond Exhaust Valve,20-4170,VTWIN,143560,CP-143561
204170,57507,WPS-191-17002,BLACK DIAMOND EXHAUST VALVE HD EVOLUTION 87-99,20-4170,WPS,140270,CP-140271
060177,87428,VT-23-0313,12 inch Plain Rear Brake Disc,06-0177,VTWIN,170118,CP-170119
060177,58251,WPS-70-6177,BLACK VINYL IDLE CABLE,06-0177,WPS,140998,CP-140999
CC120E,64107,VT-20-0628,BDL Competitor Clutch Kit,CC-120-E,VTWIN,146797,CP-146798
CC120E,26795,11300176,Competitor Clutch,CC-120-E,PU,116373,CP-116374
BA080030,15301,22100662,D2 LCD - Multifunction Meter,BA080030,PU,105444,CP-105445
BA080030,54443,WPS-27-57014,D2 HUD GAUGE `14-22 FLH FLT,BA080030,WPS,138973,CP-138974
BA050903,15303,22100403,HD-02 6-Piece Gauge Kit - Black,BA050903,PU,105446,CP-105447
BA050903,37814,WPS-27-5795,DIGITAL GAUGE CLUSTER BLACK BEZEL 04-13 FLHT AND FLTR,BA050903,WPS,126774,CP-126775
BA064921,54446,WPS-28-61048,4 PIECE RED LED GAUGES `14-22 FLHT FLHX FLTR,BA064921,WPS,138976,CP-138977
BA064921,31922,22100665,HD-03L - Four-Piece LED Gauge Kit - Red Display,BA064921,PU,121201,CP-121202
41972,72557,VT-33-2062,Bullet Style Krommet Marker Lamp Stud Amber,41-972,VTWIN,155247,CP-155248
41972,33503,11321110,Clutch Line,41972,PU,122737,CP-122738
H070595S,17487,06102319,Short Lever Set - Chrome,H07-0595S,PU,107510,CP-107511
H070595S,67311,VT-26-1050,M8 Tamer 2 Finger Clutch Brake Lever Set,H07-0595S,VTWIN,150001,CP-150002
A1855536,96444,VT-10-0516,Tappet Adjuster Screw,A-18555-36,VTWIN,179134,CP-179135
A1855536,3408,DS193141,Tappet Adjusting Screws - Big Twin (except Evolution),A-18555-36,PU,93995,CP-093996
PCC133,5449,12040128,"Rear Drive Belt - 133 Tooth - 1-1/2""",PCC-133,PU,95978,CP-095979
PCC133,87006,VT-20-0478,1-1/2 inch BDL Rear Belt 133 Tooth,PCC-133,VTWIN,169696,CP-169697
500770TIN,8818,16211056,Pro Board V1 Floorboards - Gold Titanium Nitride Coated,500770TIN,PU,99176,CP-099177
500770TIN,51024,WPS-812-55052,PRO BOARD V1 FLOORBOARD GOLD NITRILE COATING,500770TIN,WPS,136805,CP-136806
5154,15636,17103641,"Brake Rotor - Rear - 11.8""",5154,PU,105773,CP-105774
5154,78506,VT-44-5154,Ultima Axle Adjuster Kit,5-154,VTWIN,161196,CP-161197
70357,76482,VT-39-0128,Cateye Dash Base with Sockets,70357,VTWIN,159172,CP-159173
70357,36569,10102973,VO2 Cage Fighter Air Intake Kit - Chrome,70357,PU,125700,CP-125701
202033C,37356,WPS-191-57020C,GUIDE EX +0.003 CAST IRON HD PAN 48-65 & SHOVEL 66-77,20-2033C,WPS,126385,CP-126386
202033C,9308,09260751,"Valve Guide - Exhaust - 0.5680"" OD - Panhead '48-'65 | Shovelhead '66-'E79",20-2033C,PU,99660,CP-099661
202033C,60040,VT-11-0977,Kibblewhite Cast Iron .003 Exhaust Valve Guide,20-2033C,VTWIN,142730,CP-142731
78479,72258,VT-33-1581,Chrome Spotlamp Assembly with Sealed Beam,78479,VTWIN,154948,CP-154949
78479,62158,VT-15-8479,"BASE GASKET, .010 inch, COPPER",78-479,VTWIN,144848,CP-144849
3300379,15771,09290050,Hydraulic Tappet Insert - Big Twin '53-'84,330-0379,PU,105901,CP-105902
3300379,96448,VT-10-0521,Hydraulic Tappet Insert,330-0379,VTWIN,179138,CP-179139
78297,62131,VT-15-8297,ULTIMA M8 ENGINE KIT,78-297,VTWIN,144821,CP-144822
78297,93232,VT-40-0116,Oil Line Kit,78297,VTWIN,175922,CP-175923
P4817,8744,24010995,Bolt Kit - Motor Set - Socket-Head - M8,P-48-17,PU,99103,CP-099104
P4817,45812,WPS-830-1094,MOTOR SET HARDWARE KIT FLT M8,P-48-17,WPS,133310,CP-133311
125,13768,17420044,Banjo Bolt - 3/8-24 - Adapter,125,PU,103972,CP-103973
125,50127,WPS-571-6114,BAR MOUNT CLAMP KIT CHROME,125,WPS,136272,CP-136273
335177,15829,20072510,Camshaft Kit - 510G Gear Drive - Twin Cam,33-5177,PU,105953,CP-105954
335177,59571,VT-10-5177,S&S Gear Drive Cam Shaft Kit 88 inch - 95 inch Engines,33-5177,VTWIN,142261,CP-142262
T030161,1076,07110243,Oil Line - Return - Chrome - Softail,T03-0161,PU,91839,CP-091840
T030161,93210,VT-40-0922,Oil Return Line Chrome,T03-0161,VTWIN,175900,CP-175901
31170,28667,17420117,Banjo Bolt - M10 x 1.25 - Double,31170,PU,118111,CP-118112
31170,6323,17410302,"Hydraulic Clutch Line - Sterling Chrome II - 70""",31170,PU,96799,CP-096800
902053,15869,DS199729,"Valve Spring Kit - 0.550"" Lift - Panhead | Shovelhead Engines '48-'84",90-2053,PU,105989,CP-105990
902053,61474,VT-13-9226,Valve Spring Kit,90-2053,VTWIN,144164,CP-144165
NHCXCB14,71155,VT-32-6686,Handlebar Wiring Harness 18 inch Extension Kit,NHCX-CB14,VTWIN,153845,CP-153846
NHCXCB14,49040,WPS-850-08717,"HBAR CNTRL CMPLT HARNESS 48"" PLUGNPLAY 14-UP BAGGERS",NHCX-CB14,WPS,123515,CP-123516
NHCXCB14,34301,21200783,Handlebar Extension Harness - Harley Davidson,NHCX-CB14,PU,123515,CP-123516
A3604836,4463,DS196171,Countershaft Bushing - Clutch Side - '37-E'76 Harley-Davidson,A-36048-36,PU,95021,CP-095022
A3604836,86031,VT-17-0173,Countershaft Bushing Standard Left Side,A-36048-36,VTWIN,168721,CP-168722
6004,6503,18010488,Chrome Slashcut Mufflers,6004,PU,96968,CP-096969
6004,83857,VT-12-0751,Cam Shaft Ball Bearing,6004,VTWIN,166547,CP-166548
71049,16028,10103170,VO2 Falcon Air Intake Kit - Stainless Steel,71049,PU,106146,CP-106147
71049,78200,VT-44-0365,Chrome Axle Adjuster Kit,71049,VTWIN,160890,CP-160891
47627,16041,18002625,Upsweep 2-into-1 Exhaust System - Stainless Steel - Black,47627,PU,106159,CP-106160
47627,10496,17411694,"Brake Line - 10 mm-Straight - 27"" - Black Pearl",47627,PU,100818,CP-100819
2403,70963,VT-32-2134,Primary Wire 14 Gauge 25' Roll Green,2403,VTWIN,153653,CP-153654
2403,70262,VT-32-0236,Accel U-Groove Spark Plug Set,2403,VTWIN,152952,CP-152953
13155,4598,06401391,Mirror - Mini/Stocker - Side View - Hexagon - Red - Right,13-155,PU,95149,CP-095150
13155,60104,VT-11-1073,Pushrod Cover Cup Set Brass,13155,VTWIN,142794,CP-142795
291130,3265,05100260,"Kickstand - Chrome - 11""",291130,PU,93861,CP-093862
291130,25750,DS199320,Camshaft - EV3 - Evolution Big Twin,291130,PU,115346,CP-115347
291130,59504,VT-10-2651,Andrews Evolution EV3 Cam Shaft,291130,VTWIN,142194,CP-142195
291130,44298,WPS-820-0541,"KICKSTAND 9.25"" CHROME XL 89-03",291130,WPS,132264,CP-132265
102110,8776,06401668,Mirror - Micro w/V2 Cut-Out Stem - Oval - Chrome - Right,102110,PU,99134,CP-099135
102110,51751,WPS-812-02111,MICRO MIRROR V2 CUT STEM RIGHT CHROME,102110,WPS,137316,CP-137317
8062,16116,09250955,Inner Silent Chain - 16 Link - Twin Cam except '06 Dyna,8062,PU,106231,CP-106232
8062,53313,WPS-56-8062,SPARK PLUG CAP XB05F REPLACES NGK # 8062,8062,WPS,138352,CP-138353
102110B,34571,06401669,Mirror - Micro w/V2 Cut-Out Stem - Oval - Black - Right,102110B,PU,123782,CP-123783
102110B,51753,WPS-812-02113,MICRO MIRROR V2 CUT STEM RIGHT BLACK,102110B,WPS,137318,CP-137319
102130B,8779,06401675,Mirror - Mini w/V2 Cut-Out Stem - Black - Right,102130B,PU,99137,CP-099138
102130B,51712,WPS-812-02119,MINI TD V2 CUT STEM MIRROR RIGHT BLACK,102130B,WPS,137289,CP-137290
JGI1735592,3648,DS174423,Lower Rocker Cover Gasket - '92-'99 EVO,JGI-17355-92,PU,94233,CP-094234
JGI1735592,85280,VT-15-0997,James Lower Rocker Box Gasket,JGI-17355-92,VTWIN,167970,CP-167971
20744,43016,WPS-865-01168,KEIHIN CV CARB PILOT JET 54 5/PK,20744,WPS,131217,CP-131218
20744,74096,VT-35-0458,CV Carburetor Slow Jet,20744,VTWIN,156786,CP-156787
T030100C,30349,07050555,Petcock - Vacuum - Left Outlet - Chrome,T03-0100C,PU,119654,CP-119655
T030100C,91927,VT-35-9021,Vacuum Petcock Fuel Valve Chrome,T03-0100C,VTWIN,174617,CP-174618
140020CKNU,3277,07120642,Oil Filter with Nut - Chrome - M8,14-0020CKNU,PU,93873,CP-093874
140020CKNU,76858,VT-40-0075,Hex Spin On Oil Filter Chrome,140020CKNU,VTWIN,159548,CP-159549
140020BKNU,3140,07120643,Oil Filter with Nut - Black - M8,14-0020BKNU,PU,93747,CP-093748
140020BKNU,76857,VT-40-0074,Hex Spin On Oil Filter Black,14-0020BKNU,VTWIN,159547,CP-159548
76694,34039,08010741,Seat - Wide Tripper™ Solo - without Backrest - Diamond - Black - FL '08-'25,76694,PU,123263,CP-123264
76694,67616,VT-27-0704,Footboard Mount and Hinge Hardware Kit,76694,VTWIN,150306,CP-150307
SPC004,28104,24040044,"Spacer - 1/4"" x 1/2""",SPC-004,PU,117590,CP-117591
SPC004,75139,VT-37-0435,Chrome Spacers 1/4 inch x 3/4 inch x 1/2 inch,SPC-004,VTWIN,157829,CP-157830
1825,59378,VT-10-1825,Jims Powerglide Steady Roll Tappet .002 Oversize,1825,VTWIN,142068,CP-142069
1825,8872,09290044,Powerglide Tappet - .002 - Evolution,1825,PU,99227,CP-099228
2020709C,31804,09262021,"Valve Guide - Exhaust - 0.5720"" OD - 88""/96""/103"" Twin Cam '05-'17 | XL '04-'22",20-20709C,PU,121084,CP-121085
2020709C,37417,WPS-191-57062C,"GUIDE EX +0.010 CAST IRON HD TWIN CAM 88-103"" 05-10",20-20709C,WPS,126446,CP-126447
776020,23965,24040364,"Clamp - Multi Functional - 1-1/2"" - 3-Piece - Chrome",77-6020,PU,113651,CP-113652
776020,67419,VT-27-0066,Chrome 1-1/2 inch Footpeg Mount Clamp Set,77-6020,VTWIN,150109,CP-150110
10111,5863,24040648,Screw Caps - Windshield - Black/Chrome,10111,PU,96359,CP-096360
10111,54539,WPS-576-04281,"1"" SEALED WHEEL BEARING FOR HARDDRIVE WHEELS ONLY",101-11,WPS,139045,CP-139046
34262,3845,06510001,"Sterling Chromite II® Braided Idle Cable for Harley-Davidson - 28-1/2""",34262,PU,94424,CP-094425
34262,44112,WPS-18-95091,STAR SERIES HANDGUARD MOUNTS 14-16 TOURING,34262,WPS,92619,CP-092620
3001,40990,WPS-811-03001,CYLINDER STUD KIT,3001,WPS,129558,CP-129559
3001,14919,24010201,Cylinder Stud Kit - Twin Cam,3001,PU,105068,CP-105069
801002,29703,801002,Starter - 1.4 kW - Chrome - '90-'06 Big Twin,80-1002,PU,119049,CP-119050
801002,57622,WPS-280-1002,BIG TWIN STARTER 1.4KW CHROME 10-32 SHAFT,80-1002,WPS,140382,CP-140383
78286,77475,VT-42-0265,Chrome 6 Hole Skull Derby Cover,78286,VTWIN,160165,CP-160166
78286,62123,VT-15-8286,Ultima M8 Tapered Exhaust Gasket,78-286,VTWIN,144813,CP-144814
060151,31942,18611639,"Exhaust Pipe Clamp - 1.88"" - 2.00""",06-0151,PU,121220,CP-121221
060151,58241,WPS-70-6151,BLACK VINYL IDLE CABLE,06-0151,WPS,140988,CP-140989
086097,51163,WPS-820-2245,REPL LATCH KIT FOR DETACHABLE SIDE PLATES CHROME,086097,WPS,136908,CP-136909
086097,7242,15010743,Detachable Latch Kit - Chrome,086097,PU,97675,CP-097676
L2465D9CLEDK,71949,VT-33-0911,Chrome Mini LED Cateye Tail Lamp Clear Lens,L24-65D9CLEDK,VTWIN,154639,CP-154640
L2465D9CLEDK,29121,20100572,Taillight/License Plate Mount - Cat Eye -Clear Lens - Red LED,L24-65D9CLEDK,PU,118517,CP-118518
52742,15712,06360670,Adhesive Mount Pro - Mag-Align,52742,PU,105848,CP-105849
52742,56706,WPS-194-52742,ADHESIVE MOUNT PRO MAG-ALIGN BLACK,52742,WPS,(none),(none)
120003,77176,VT-40-1252,Fuel and Oil Line,12-0003,VTWIN,159866,CP-159867
120003,36792,WPS-12-0003,"CLEAR VINYL VENT LINE 5/16""X25'",12-0003,WPS,125877,CP-125878
120003,12924,04030166,Fork Legs - 49 mm - Black Anodized - For Custom Radial Mount Brake Caliper,120-003,PU,103172,CP-103173
5609,16932,17411064,Brake Line - Rear - Polished Stainless,5609,PU,106970,CP-106971
5609,31107,10103344,BA Velocity Stack - Gold - Evolution Big Twin/Twin Cam,5609,PU,120397,CP-120398
290340,64120,VT-20-0702,Front Pulley 34 Tooth,290340,VTWIN,146810,CP-146811
290340,24812,DS199461,Transmission Pulley - 34T - Smooth Cruising,290340,PU,114466,CP-114467
5020001078,86855,VT-18-8227,Diaphragm Spring,502-00-01078,VTWIN,169545,CP-169546
5020001078,26608,DS223743,Heavy Duty Clutch Spring - Diaphragm Spring - Sportster,5020001078,PU,116190,CP-116191
78387,85614,VT-15-8387,"OIL PUMP BODY GASKET, FIBER",78-387,VTWIN,168304,CP-168305
78387,88452,VT-24-1750,Steering Stem Bearing Kit,78387,VTWIN,171142,CP-171143
291320,7259,16021507,Shift Lever - Chrome - FL/FX,291320,PU,97690,CP-097691
291320,87215,VT-21-0998,M8 Transmission Shifter Lever Chrome,291320,VTWIN,169905,CP-169906
500761B,8750,16202282,BMX V1 Foot Pegs - Male - Black,500761B,PU,99109,CP-099110
500761B,49415,WPS-812-55005,PRO PEG BMX V1 MINI FBOARD BLACK ANODIZE,500761B,WPS,135884,CP-135885
500751TIN,11446,16202280,Moto V1 Pegs - Male - Gold,500751TIN,PU,101751,CP-101752
500751TIN,49413,WPS-812-55003,PRO PEG MOTO V1 GOLD TITANIUM NITRIDE,500751TIN,WPS,135882,CP-135883
1013030014,2119,DS223887,"Black Vinyl Throttle Cable - 32"" Length",1013030014,PU,92816,CP-092817
1013030014,92202,VT-36-2505,33.5 inch Black Throttle Cable 90� Elbow Fitting,101-30-30014,VTWIN,174892,CP-174893
77323,83022,VT-15-7323,Ultima Complete Engine Gasket Kit,77-323,VTWIN,165712,CP-165713
77323,67146,VT-26-0116,Chrome Adjustable Hand Lever Set,77323,VTWIN,149836,CP-149837
821,75732,VT-37-8902,Quick Release Seat Mount,82-1,VTWIN,158422,CP-158423
821,29692,DS098821,"Universal Brake Line - Clear - 21""",821,PU,119038,CP-119039
78422,90525,VT-32-1630,Handlebar Stop Light Switch,78422,VTWIN,173215,CP-173216
78422,62145,VT-15-8422,IGNITION POINT COVER GASKET,78-422,VTWIN,144835,CP-144836
3504X,24077,3504X,Ring Set,3504X,PU,113756,CP-113757
3504X,61078,VT-11-9901,80 inch Piston Ring .005 Oversize,3504X,VTWIN,143768,CP-143769
0810157,38697,WPS-56-1149,LCD/LED VOLTAGE DISPLAY,081-0157,WPS,127529,CP-127530
0810157,62389,VT-16-0595,Deltran Battery Tender LCD Battery Meter,081-0157,VTWIN,145079,CP-145080
202132M,60548,VT-11-2323,Precision Machine Maganese .002 Exhaust Valve Guide,20-2132M,VTWIN,143238,CP-143239
202132M,31733,09262309,"Valve Guide - 0.5640"" OD - Exhaust - Twin Cam | XL",20-2132M,PU,121013,CP-121014
C230238,16557,04030047,Fork Slider Rebuild Kit - 35 mm - '84-'87,C23-0238,PU,106615,CP-106616
C230238,61565,VT-14-0998,Fork Seal Kit,C23-0238,VTWIN,144255,CP-144256
40099,62716,VT-16-1941,Oil Filter Wrench,40099,VTWIN,145406,CP-145407
40099,27338,21200890,Rear Lighting Y-Splitters,40099,PU,116872,CP-116873
7539,76885,VT-40-0202,Braided Stainless Steel Hose,7539,VTWIN,159575,CP-159576
7539,65353,VT-23-1004,6 Point Banjo Bolt Kit 12mm,7539,VTWIN,148043,CP-148044
1704904X,58097,WPS-681-5217,GASKET TOP END XL METAL BASE GSKTS KIT 17049-04-X,17049-04-X,WPS,140848,CP-140849
1704904X,85480,VT-15-1452,James Top End Gasket Kit,17049-04-X,VTWIN,168170,CP-168171
1311CR,74728,VT-35-9309,Pingel Metric Smooth Petcock Left Spigot with Nut Chrome,1311-CR,VTWIN,157418,CP-157419
1311CR,9518,DS390240,Round Fuel Valve - Chrome - 22 mm,1311-CR,PU,99863,CP-099864
6311CR,74730,VT-35-9313,Pingel Metric Smooth Petcock Under Spigot with Nut Chrome,6311-CR,VTWIN,157420,CP-157421
6311CR,35050,DS390260,Round Fuel Valve - Chrome - 22 mm,6311-CR,PU,124240,CP-124241
170437,67707,VT-27-0897,O-Ring Style Footpeg Set Flat Diamond Shape,17-0437,VTWIN,150397,CP-150398
170437,33707,10120235,Hardware Kit - Super E/G,17-0437,PU,122936,CP-122937
H070780MB2,8239,06101876,Clutch Control for XL - Black,H07-0780MB-2,PU,98610,CP-098611
H070780MB2,88788,VT-26-2221,Clutch Hand Lever Black,H07-0780MB-2,VTWIN,171478,CP-171479
120427,72955,VT-34-0288,M8 Air Cleaner Kit Black,120427,VTWIN,155645,CP-155646
120427,47516,WPS-820-50576,M8 ROUND HI PERFORM SATIN BLACK A/C AND BREATHER KIT,120427,WPS,134494,CP-134495
02201,12896,17010675,"6-Piston Caliper - 14"" - Gold",02-201,PU,103144,CP-103145
02201,37768,WPS-27-10902,3-SNAP FLIP SHIELD SMOKE,02-201,WPS,126742,CP-126743
212260,4224,09250291,A2 Grind Cam,212260,PU,94786,CP-094787
212260,59450,VT-10-2260,Andrews A2 Grind Cam,212260,VTWIN,142140,CP-142141
33105,12815,17104580,Rotor Mount - Ness Wheel - Gold,33-105,PU,103064,CP-103065
33105,38067,WPS-28-2038S,ORIGINAL BAR HARNESS SHORT RED,33105,WPS,126998,CP-126999
BDL1413,25214,DS360005,"Replacement Primary Belt - 3"" - 141T - 8 mm",BDL-141-3,PU,114841,CP-114842
BDL1413,64089,VT-20-0603,BDL 3 inch Replacement Belt,BDL-141-3,VTWIN,146779,CP-146780
76032,18639,08010455,Sport Touring Seat - FLT '08-'25,76032,PU,108624,CP-108625
76032,89514,VT-30-0288,Exhaust Pipe Rear Heat Shield,76032,VTWIN,172204,CP-172205
90095,72893,VT-34-0148,Maltese Style Billet Mirror Stem,90095,VTWIN,155583,CP-155584
90095,13168,24010500,Support Bracket - Linkert/Carburetor - '41-'53 Knucklehead/Hydra Glide,9009-5,PU,103408,CP-103409
JGI1703057,1458,DS173335,Top End Gasket Kit - '57-'71 Sportster,JGI-17030-57,PU,92197,CP-092198
JGI1703057,85190,VT-15-0827,James Top End Gasket Kit,JGI-17030-57,VTWIN,167880,CP-167881
78257,62100,VT-15-8257,"HEAD GASKET, .030 inch MLS",78-257,VTWIN,144790,CP-144791
78257,77761,VT-42-1208,Fuel Tank Console Door Chrome,78257,VTWIN,160451,CP-160452
NHD6835505,49097,WPS-850-08776,"PRE `04 W/AUXILIARY LAMP WIRING HARNESS 4"" AUX LAMPS",NHD-68355-05,WPS,92013,CP-092014
NHD6835505,90645,VT-32-5063,Spotlamp Adapter Harness Kit,NHD-68355-05,VTWIN,173335,CP-173336
NHD6835505,1260,21200604,Auxiliary Lamp Wiring Harness,NHD-68355-05,PU,92013,CP-092014
77429,61907,VT-15-7429,TOP END GASKET KIT,77-429,VTWIN,144597,CP-144598
77429,62590,VT-16-1286,Spark Plug Wrench,77429,VTWIN,145280,CP-145281
323493,9402,03650044,Wheel Weights - Square - Adhesive Stick-On - Black - 360 Pack,32-3493,PU,99751,CP-099752
323493,46932,WPS-232-3493,WHEEL WEIGHTS 5 GRAM BLACK 360 PIECE/BOX,32-3493,WPS,134114,CP-134115
JGI1754148C,15093,DS173435,Rocker Box Cork - '48-'65 Panhead,JGI-17541-48-C,PU,105239,CP-105240
JGI1754148C,85289,VT-15-1006,James Pan Valve Cover Gasket,JGI-17541-48-C,VTWIN,167979,CP-167980
120045,33131,07060023,"Premium Fuel Line - Clear - 5/16"" - 25'",12-0045,PU,122377,CP-122378
120045,36810,WPS-12-0045,"PREMIUM FUEL LINE CLEAR 5/16""X25'",12-0045,WPS,122377,CP-122378
120045,76486,VT-39-0144,Chrome Bob Dash Cover,12-0045,VTWIN,159176,CP-159177
A1748357,84266,VT-13-0100,Rocker Arm Springs,A-17483-57,VTWIN,166956,CP-166957
A1748357,14624,09270012,Springs - Rocker Arm Shafts - XL,A-17483-57,PU,104776,CP-104777
2M4805,60288,VT-11-1397,96 inch Twin Cam Piston Ring Standard,2M4805,VTWIN,142978,CP-142979
2M4805,51718,WPS-865-2046,PIST RINGS TWIN CAM 1584 STD SIZE MOLY,2M4805,WPS,137295,CP-137296
C10198F1,85487,VT-15-1473,M8 AFM Primary Cover Gasket,C10198F1,VTWIN,132702,CP-132703
C10198F1,45073,WPS-68-10198F1,"PRIMARY GASKET M8 .060""AFM 1PK OE#25700378",C10198F1,WPS,97120,CP-097121
C10198F1,6655,09345961,Primary Cover Gasket - '17-'24 M8 Touring,C10198F1,PU,97120,CP-097121
89023,19147,08220634,Driver Backrest - Standard - FXBR '23-'25,89023,PU,109101,CP-109102
89023,43106,WPS-87-9431,TIRE SCORCHER 31 FRONT 130/80B17 65H BLTD BIAS TL/TT,89023,WPS,131298,CP-131299
K2789,19193,09101998,"Piston Kit - 3.885"" - 103 Cubic Inch | 96 Cubic Inch Bored to 103 Cubic Inch - Twin Cam",K2789,PU,109141,CP-109142
K2789,3285,11120042,Rubber for Kick Pedal - Harley-Davidson,K-2-789,PU,93881,CP-093882
V13117,19238,09120967,Snap Rings - Countershaft,V-13-117,PU,109186,CP-109187
V13117,83909,VT-12-0924,Countershaft Bearing Retaining Ring,V-13-117,VTWIN,166599,CP-166600
7078,86755,VT-18-3120,Clutch Pushrod,7078,VTWIN,169445,CP-169446
7078,19481,09320035,Chain Drive Conversion Kit - Twin Cam,7078,PU,109426,CP-109427
7078,57848,WPS-681-4313,GASKET SPACER SHIFT SHAFT DYNA 6 SPEED 10/PK 7078,7078,WPS,140602,CP-140603
JGI1754099X,85399,VT-15-1213,James Rocker Box Gasket,JGI-17540-99-X,VTWIN,168089,CP-168090
JGI1754099X,9163,DS174533,Rocker Cover Metal Gasket - '66-'84 Shovelhead,JGI-17540-99-X,PU,99516,CP-099517
2063,19299,09250627,Camshaft Installation - Standard Kit - Chain Drive Conversion - Twin Cam '99-'06 (except '06 Dyna),2063,PU,109246,CP-109247
2063,40982,WPS-811-02063,CAMSHAFT INSTALL KIT FOR CONVERSION CAM KITS,2063,WPS,129550,CP-129551
1021,19304,09250674,Camshaft - Gear Drive - Reaper® 543 Series - Twin Cam '99-'06 (except '06 Dyna),1021,PU,109251,CP-109252
1021,25187,DS325781,5-Speed Transmission Rebuild Kit - '91-'00 Big Twin,1021,PU,114814,CP-114815
1021,63067,VT-17-1021,Transmission Hardware and Rebuild Kit,1021,VTWIN,145757,CP-145758
212970,19307,09250585,Camshaft - S Grind - Big Twin,212970,PU,109254,CP-109255
212970,59519,VT-10-2970,Andrews S Grind Cam Knucklehead,212970,VTWIN,142209,CP-142210
202131,19349,09260321,"Valve Guide - Exhaust - 0.5630"" OD - Evolution Big Twin '84-'99",20-2131,PU,109296,CP-109297
202131,37367,WPS-191-57030,GUIDE EX +0.001 BRONZE HD EVO 84-99 SPORTSTER 86-03,20-2131,WPS,126396,CP-126397
202122,19354,09260721,"Valve Guide - Intake - 0.5640"" OD - Evolution Big Twin '84-'99",20-2122,PU,109301,CP-109302
202122,37402,WPS-191-57053,GUIDE INTAKE +0.002 BRONZE HD EVO 84-99 SPORTSTER 86-03,20-2122,WPS,126431,CP-126432
202031C,19356,09260747,"Valve Guide - Exhaust - 0.5660"" OD - Panhead '48-'65 | Shovelhead '66-'E79",20-2031C,PU,109303,CP-109304
202031C,60038,VT-11-0975,Kibblewhite Cast Iron .001 Exhaust Valve Guide,20-2031C,VTWIN,142728,CP-142729
202031C,37351,WPS-191-57018C,GUIDE EX +0.001 CAST IRON HD PAN 48-65 & SHOVEL 66-77,20-2031C,WPS,126380,CP-126381
202030C,19361,09260745,"Valve Guide - Exhaust - 0.5650"" OD - Panhead '48-'65 | Shovelhead '66-'E79",20-2030C,PU,109308,CP-109309
202030C,60139,VT-11-1167,Kibblewhite Cast Iron Standard Exhaust Valve Guide,20-2030C,VTWIN,142829,CP-142830
202030C,37349,WPS-191-57017C,GUIDE EX STD CAST IRON HD PAN 48-65 & SHOVEL 66-77,20-2030C,WPS,126378,CP-126379
202034C,19362,09260753,"Valve Guide - Exhaust - 0.5690"" OD - Panhead '48-'65 | Shovelhead '66-'E79",20-2034C,PU,109309,CP-109310
202034C,60041,VT-11-0978,Kibblewhite Cast Iron .004 Exhaust Valve Guide,20-2034C,VTWIN,142731,CP-142732
202034C,37358,WPS-191-57021C,GUIDE EX +0.004 CAST IRON HD PAN 48-65 & SHOVEL 66-77,20-2034C,WPS,126387,CP-126388
202032C,19363,09260749,"Valve Guide - Exhaust - 0.5670"" OD - Panhead '48-'65 | Shovelhead '66-'E79",20-2032C,PU,109310,CP-109311
